n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
89500,4641,684431,4607,605890,4674,597970,629430,4641,164038,4607,159905,4674,165161,163034,1002,1058,1002,1048,1503,1203,1103,74.83%,3014,1278,2937,1298,3196,1265,1280,34.31%,4327,588,4198,585,4165,590,587,8.84%
89600,4641,611831,4614,612381,4674,599911,608041,4641,164842,4614,161926,4674,159510,162092,1002,1034,1002,1057,1503,1092,1061,74.85%,3014,1275,2937,1344,3196,1606,1408,34.34%,4327,578,4198,602,4165,592,590,8.89%
89700,4641,607049,4614,620691,4674,606864,611534,4641,164505,4614,168333,4674,183724,172187,1002,1075,1002,1030,1503,1166,1090,74.85%,3014,1313,2937,1261,3196,1345,1306,34.34%,4327,619,4198,754,4165,577,650,8.89%
89800,4641,701413,4614,600738,4674,598414,633521,4641,236173,4614,163428,4674,161900,187167,1002,1097,1002,1085,1503,1145,1109,74.85%,3014,1280,2937,1285,3196,1340,1301,34.34%,4327,593,4198,591,4165,632,605,8.89%
89900,4641,676826,4614,670781,4674,599736,649114,4641,162378,4614,163144,4674,165414,163645,1002,1057,1002,1038,1503,1021,1038,74.85%,3014,1408,2937,1283,3196,1319,1336,34.34%,4327,592,4198,591,4165,600,594,8.89%
90000,4641,692390,4614,599658,4674,609613,633887,4641,162977,4614,162217,4674,161187,162127,1002,1071,1002,1076,1503,1051,1066,74.85%,3014,1302,2937,1285,3196,1346,1311,34.34%,4327,596,4198,595,4165,586,592,8.89%
90100,4641,612300,4614,615797,4674,602395,610164,4641,164210,4614,168762,4674,165930,166300,1002,1175,1002,1027,1503,1113,1105,74.85%,3014,1354,2937,1243,3196,1422,1339,34.34%,4327,618,4198,583,4165,590,597,8.89%
90200,4641,618410,4614,601808,4674,612640,610952,4641,161214,4614,163982,4674,162659,162618,1002,1020,1002,1104,1503,1030,1051,74.85%,3014,1266,2937,1338,3196,1348,1317,34.34%,4327,592,4198,656,4165,596,614,8.89%
90300,4641,614914,4614,599548,4674,615251,609904,4641,161877,4614,162599,4674,163685,162720,1002,1048,1002,1055,1503,1201,1101,74.85%,3014,1278,2937,1297,3196,1379,1318,34.34%,4327,589,4198,602,4165,603,598,8.89%
90400,4641,619897,4614,600471,4674,609717,610028,4641,164045,4614,163673,4674,169500,165739,1002,1083,1002,1079,1503,1045,1069,74.85%,3014,1318,2937,1331,3196,1297,1315,34.34%,4327,612,4198,649,4165,609,623,8.89%
90500,4641,613645,4614,615427,4674,694964,641345,4641,163434,4614,182016,4674,247700,197716,1002,1159,1002,1209,1503,1164,1177,74.85%,3014,1300,2937,1782,3196,1301,1461,34.34%,4327,607,4198,602,4165,594,601,8.89%
90600,4641,689011,4614,601980,4674,606355,632448,4641,169209,4614,161405,4674,165991,165535,1002,1074,1002,1025,1503,1069,1056,74.85%,3014,1293,2937,1333,3196,1286,1304,34.34%,4327,612,4198,613,4165,598,607,8.89%
90700,4641,605727,4614,610059,4674,611224,609003,4641,164986,4614,164188,4674,166253,165142,1002,1045,1002,1027,1503,1096,1056,74.85%,3014,1276,2937,1281,3196,1339,1298,34.34%,4327,601,4198,602,4165,621,608,8.89%
90800,4641,621576,4614,680768,4674,607935,636759,4641,166026,4614,162144,4674,163921,164030,1002,1080,1002,1036,1503,1081,1065,74.85%,3014,1316,2937,1276,3196,1311,1301,34.34%,4327,612,4198,589,4165,583,594,8.89%
90900,4641,690411,4614,618344,4674,608831,639195,4641,170210,4614,165033,4674,171890,169044,1002,1132,1002,1054,1503,1159,1115,74.85%,3014,1334,2937,1256,3196,1392,1327,34.34%,4327,599,4198,588,4165,644,610,8.89%
91000,4641,684574,4614,611093,4674,610579,635415,4641,165726,4614,164721,4674,163957,164801,1002,1086,1002,1050,1503,1074,1070,74.85%,3014,1306,2937,1335,3196,1295,1312,34.34%,4327,655,4198,602,4165,593,616,8.89%
91100,4641,619127,4614,616148,4674,612332,615869,4641,166840,4614,164811,4674,164306,165319,1002,1069,1002,1053,1503,1074,1065,74.85%,3014,1519,2937,1273,3196,1288,1360,34.34%,4327,656,4198,601,4165,621,626,8.89%
91200,4641,623315,4614,610470,4674,621948,618577,4641,163826,4614,166708,4674,167308,165947,1002,1075,1002,1094,1503,1081,1083,74.85%,3014,1264,2937,1305,3196,1404,1324,34.34%,4327,593,4198,607,4165,606,602,8.89%
91300,4641,623263,4614,675982,4674,614268,637837,4641,182145,4614,174562,4674,164110,173605,1002,1161,1002,1110,1503,1080,1117,74.85%,3014,1280,2937,1290,3196,1337,1302,34.34%,4327,641,4198,767,4165,718,708,8.89%
91400,4641,628958,4614,620396,4674,630345,626566,4641,168379,4614,168998,4674,169900,169092,1002,1062,1002,1064,1503,1105,1077,74.85%,3014,1434,2937,1263,3196,1724,1473,34.34%,4327,624,4198,587,4165,688,633,8.89%
91500,4641,621424,4614,691526,4674,620503,644484,4641,192726,4614,167206,4674,166793,175575,1002,1233,1002,1097,1503,1125,1151,74.85%,3014,1283,2937,1321,3196,1318,1307,34.34%,4327,620,4198,619,4165,607,615,8.89%
91600,4641,690185,4674,624888,4674,621675,645582,4641,171628,4674,166800,4674,170783,169737,1002,1113,1002,1073,1503,1136,1107,74.94%,3014,1425,2937,1296,3196,1309,1343,34.61%,4327,619,4198,613,4165,605,612,9.28%
91700,4641,630953,4674,704134,4674,617442,650843,4641,173439,4674,176118,4674,166460,172005,1002,1181,1002,1139,1503,1053,1124,74.94%,3014,1432,2937,1338,3196,1285,1351,34.61%,4327,636,4198,619,4165,607,620,9.28%
91800,4641,697142,4674,651760,4674,637030,661977,4641,174819,4674,169890,4674,170708,171805,1002,1209,1002,1097,1503,1084,1130,74.94%,3014,1500,2937,1344,3196,1303,1382,34.61%,4327,827,4198,638,4165,613,692,9.28%
91900,4641,622369,4674,619929,4674,609166,617154,4641,165960,4674,167087,4674,165221,166089,1002,1049,1002,1080,1503,1227,1118,74.94%,3014,1289,2937,1324,3196,1331,1314,34.61%,4327,593,4198,610,4165,593,598,9.28%
92000,4641,624957,4674,636788,4674,643524,635089,4641,172648,4674,170051,4674,259172,200623,1002,1113,1002,1105,1503,1226,1148,74.94%,3014,1312,2937,1320,3196,1459,1363,34.61%,4327,619,4198,631,4165,802,684,9.28%
92100,4641,699772,4674,627730,4674,624831,650777,4641,167428,4674,168225,4674,172914,169522,1002,1092,1002,1073,1503,1038,1067,74.94%,3014,1294,2937,1403,3196,1361,1352,34.61%,4327,619,4198,1480,4165,714,937,9.28%
92200,4641,691475,4674,621483,4674,617516,643491,4641,168112,4674,165622,4674,167445,167059,1002,1370,1002,1053,1503,1150,1191,74.94%,3014,1362,2937,1268,3196,1313,1314,34.61%,4327,608,4198,594,4165,603,601,9.28%
92300,4641,621831,4674,617749,4674,619894,619824,4641,168360,4674,171119,4674,169470,169649,1002,1168,1002,1049,1503,1061,1092,74.94%,3014,1329,2937,1289,3196,1301,1306,34.61%,4327,620,4198,612,4165,607,613,9.28%
92400,4641,625196,4674,631406,4674,624386,626996,4641,168523,4674,175221,4674,168775,170839,1002,1048,1002,1058,1503,1454,1186,74.94%,3014,1301,2937,1350,3196,1344,1331,34.61%,4327,610,4198,622,4165,616,616,9.28%
92500,4641,624806,4674,626654,4674,618928,623462,4641,168752,4674,165919,4674,173306,169325,1002,1049,1002,1090,1503,1129,1089,74.94%,3014,1326,2937,1414,3196,1494,1411,34.61%,4327,623,4198,608,4165,626,619,9.28%
92600,4641,624361,4674,616228,4674,620094,620227,4641,166167,4674,170109,4674,167411,167895,1002,1047,1002,1077,1503,1034,1052,74.94%,3014,1335,2937,1439,3196,1281,1351,34.61%,4327,612,4198,658,4165,600,623,9.28%
92700,4641,628762,4674,618094,4674,628475,625110,4641,170230,4674,170672,4674,166855,169252,1002,1090,1002,1154,1503,1476,1240,74.94%,3014,1381,2937,1366,3196,1406,1384,34.61%,4327,631,4198,643,4165,650,641,9.28%
92800,4641,630334,4674,706956,4674,701728,679672,4641,185792,4674,253690,4674,169019,202833,1002,1234,1002,1215,1503,1109,1186,74.94%,3014,1628,2937,1302,3196,1349,1426,34.61%,4327,662,4198,616,4165,620,632,9.28%
92900,4641,691132,4674,628489,4674,626466,648695,4641,167547,4674,167127,4674,172413,169029,1002,1147,1002,1078,1503,1141,1122,74.94%,3014,1338,2937,1300,3196,1277,1305,34.61%,4327,623,4198,618,4165,605,615,9.28%
93000,4641,624478,4674,624448,4674,625228,624718,4641,168876,4674,169699,4674,173697,170757,1002,1193,1002,1057,1503,1101,1117,74.94%,3014,1343,2937,1284,3196,1409,1345,34.61%,4327,621,4198,600,4165,615,612,9.28%
93100,4641,637832,4674,688952,4674,628245,651676,4641,170753,4674,168633,4674,173708,171031,1002,1094,1002,1179,1503,1079,1117,74.94%,3014,1326,2937,1336,3196,1312,1324,34.61%,4327,616,4198,622,4165,610,616,9.28%
93200,4641,700975,4674,636044,4674,640205,659074,4641,173841,4674,171831,4674,170703,172125,1002,1124,1002,1138,1503,1105,1122,74.94%,3014,1358,2937,1334,3196,1330,1340,34.61%,4327,638,4198,617,4165,619,624,9.28%
93300,4641,628617,4674,631132,4674,631436,630395,4641,168695,4674,171563,4674,169035,169764,1002,1107,1002,1057,1503,1091,1085,74.94%,3014,1313,2937,1326,3196,1332,1323,34.61%,4327,616,4198,620,4165,632,622,9.28%
93400,4641,618047,4674,624039,4674,630442,624176,4641,169417,4674,171159,4674,170270,170282,1002,1078,1002,1114,1503,1118,1103,74.94%,3014,1319,2937,1328,3196,1338,1328,34.61%,4327,619,4198,626,4165,625,623,9.28%
93500,4641,636733,4674,632735,4674,647223,638897,4641,169463,4674,175066,4674,255615,200048,1002,1105,1002,1094,1503,1278,1159,74.94%,3014,1416,2937,1333,3196,1334,1361,34.61%,4327,622,4198,638,4165,646,635,9.28%
93600,4641,704873,4674,628726,4674,644272,659290,4641,171127,4674,168759,4674,174824,171570,1002,1207,1002,1065,1503,1159,1143,74.94%,3014,1333,2937,1461,3196,1327,1373,34.61%,4327,634,4198,689,4165,621,648,9.28%
93700,4641,657713,4674,645721,4674,632633,645355,4641,241333,4674,172843,4674,171136,195104,1002,1144,1002,1084,1503,1216,1148,74.94%,3014,1338,2937,1319,3196,1340,1332,34.61%,4327,638,4198,609,4165,643,630,9.28%
93800,4641,707644,4674,634344,4674,639923,660637,4641,173108,4674,171604,4674,175098,173270,1002,1143,1002,1118,1503,1070,1110,74.94%,3014,1361,2937,1338,3196,1354,1351,34.61%,4327,629,4198,665,4165,665,653,9.28%
93900,4641,640737,4674,642615,4674,629499,637617,4641,172942,4674,172081,4674,173739,172920,1002,1081,1002,1073,1503,1133,1095,74.94%,3014,1482,2937,1285,3196,1378,1381,34.61%,4327,689,4198,611,4165,631,643,9.28%
94000,4641,634634,4674,714879,4674,642172,663895,4641,171609,4674,172353,4674,184743,176235,1002,1082,1002,1161,1503,1145,1129,74.94%,3014,1319,2937,1431,3196,1418,1389,34.61%,4327,687,4198,634,4165,653,658,9.28%
94100,4641,705828,4674,633338,4674,636289,658485,4641,172148,4674,169322,4674,170658,170709,1002,1133,1002,1065,1503,1079,1092,74.94%,3014,1405,2937,1296,3196,1324,1341,34.61%,4327,686,4198,611,4165,626,641,9.28%
94200,4641,708620,4674,640449,4674,641855,663641,4641,176655,4674,172166,4674,181376,176732,1002,1349,1002,1113,1503,1069,1177,74.94%,3014,1332,2937,1370,3196,1444,1382,34.61%,4327,625,4198,634,4165,657,638,9.28%
94300,4641,659309,4674,642194,4674,645983,649162,4641,240855,4674,170831,4674,177448,196378,1002,1265,1002,1087,1503,1097,1149,74.94%,3014,1373,2937,1320,3196,1578,1423,34.61%,4327,639,4198,622,4165,635,632,9.28%
94400,4641,715486,4674,702636,4674,650471,689531,4641,174333,4674,174219,4674,171801,173451,1002,1172,1002,1099,1503,1061,1110,74.94%,3014,1326,2937,1597,3196,1289,1404,34.61%,4327,627,4198,699,4165,627,651,9.28%
94500,4641,710043,4674,642689,4674,637946,663559,4641,172228,4674,174550,4674,173347,173375,1002,1210,1002,1142,1503,1103,1151,74.94%,3014,1476,2937,1371,3196,1355,1400,34.61%,4327,615,4198,638,4165,616,623,9.28%
94600,4641,643571,4674,633123,4674,634896,637196,4641,173296,4674,173926,4674,176009,174410,1002,1114,1002,1072,1503,1252,1146,74.94%,3014,1356,2937,1302,3196,1379,1345,34.61%,4327,626,4198,610,4165,660,632,9.28%
94700,4641,637715,4674,638201,4674,633603,636506,4641,172024,4674,176055,4674,173339,173806,1002,1108,1002,1082,1503,1113,1101,74.94%,3014,1356,2937,1324,3196,1321,1333,34.61%,4327,635,4198,624,4165,661,640,9.28%
94800,4641,646623,4674,635440,4674,649538,643867,4641,174075,4674,174248,4674,180599,176307,1002,1079,1002,1304,1503,1211,1198,74.94%,3014,1317,2937,1376,3196,1417,1370,34.61%,4327,620,4198,643,4165,669,644,9.28%
94900,4641,649658,4674,642552,4674,650736,647648,4641,177030,4674,173095,4674,176768,175631,1002,1121,1002,1141,1503,1234,1165,74.94%,3014,1788,2937,1440,3196,1497,1575,34.61%,4327,864,4198,660,4165,654,726,9.28%
95000,4641,648044,4674,666951,4674,711885,675626,4641,172354,4674,262358,4674,176300,203670,1002,1123,1002,1263,1503,1165,1183,74.94%,3014,1391,2937,1357,3196,1495,1414,34.61%,4327,734,4198,643,4165,698,691,9.28%
95100,4641,647223,4674,718370,4674,651001,672198,4641,198775,4674,172506,4674,178580,183287,1002,1317,1002,1078,1503,1173,1189,74.94%,3014,1359,2937,1324,3196,1362,1348,34.61%,4327,648,4198,620,4165,633,633,9.28%
95200,4641,714312,4674,640141,4674,643791,666081,4641,175938,4674,177319,4674,181620,178292,1002,1234,1002,1119,1503,1164,1172,74.94%,3014,1606,2937,1480,3196,1382,1489,34.61%,4327,700,4198,634,4165,645,659,9.28%
95300,4641,650525,4674,719305,4674,644787,671539,4641,175130,4674,177249,4674,174664,175681,1002,1131,1002,1228,1503,1099,1152,74.94%,3014,1379,2937,1413,3196,1522,1438,34.61%,4327,627,4198,709,4165,837,724,9.28%
95400,4641,725484,4674,645554,4674,661359,677465,4641,177258,4674,174904,4674,176253,176138,1002,1249,1002,1318,1503,1070,1212,74.94%,3014,1390,2937,1348,3196,1345,1361,34.61%,4327,648,4198,653,4165,630,643,9.28%
95500,4641,646361,4674,649814,4674,645564,647246,4641,179573,4674,177894,4674,175012,177493,1002,1124,1002,1165,1503,1133,1140,74.94%,3014,1369,2937,1399,3196,1368,1378,34.61%,4327,640,4198,637,4165,635,637,9.28%
95600,4641,648168,4674,649690,4674,643511,647123,4641,176040,4674,176950,4674,182821,178603,1002,1337,1002,1150,1503,1122,1203,74.94%,3014,1354,2937,1442,3196,1428,1408,34.61%,4327,624,4198,652,4165,704,660,9.28%
95700,4641,652193,4674,654751,4674,673080,660008,4641,178505,4674,183710,4674,260280,207498,1002,1337,1002,1292,1503,1423,1350,74.94%,3014,1497,2937,1475,3196,1642,1538,34.61%,4327,2234,4198,633,4165,640,1169,9.28%
95800,4641,730815,4674,714392,4674,658820,701342,4641,177311,4674,176698,4674,174575,176194,1002,1194,1002,1255,1503,1094,1181,74.94%,3014,1633,2937,1404,3196,1364,1467,34.61%,4327,670,4198,634,4165,638,647,9.28%
95900,4641,724274,4674,649101,4674,647956,673777,4641,174658,4674,177170,4674,175621,175816,1002,1154,1002,1185,1503,1121,1153,74.94%,3014,1466,2937,1349,3196,1326,1380,34.61%,4327,654,4198,624,4165,624,634,9.28%
96000,4641,647664,4674,647273,4674,659115,651350,4641,176942,4674,173211,4674,181679,177277,1002,1102,1002,1143,1503,1171,1138,74.94%,3014,1360,2937,1365,3196,1365,1363,34.61%,4327,639,4198,637,4165,623,633,9.28%
96100,4641,679067,4674,660955,4674,647943,662655,4641,178213,4674,175460,4674,180995,178222,1002,1131,1002,1170,1503,1105,1135,74.94%,3014,1378,2937,1429,3196,1353,1386,34.61%,4327,649,4198,697,4165,638,661,9.28%
96200,4641,654524,4674,668440,4674,671707,664890,4641,175258,4674,177327,4674,175588,176057,1002,1124,1002,1132,1503,1562,1272,74.94%,3014,1503,2937,1380,3196,1914,1599,34.61%,4327,669,4198,643,4165,638,650,9.28%
96300,4641,656681,4674,653337,4674,649074,653030,4641,175968,4674,176039,4674,178235,176747,1002,1214,1002,1162,1503,1738,1371,74.94%,3014,1363,2937,1349,3196,2025,1579,34.61%,4327,690,4198,630,4165,922,747,9.28%
96400,4641,650954,4674,654448,4674,666458,657286,4641,177666,4674,177548,4674,197040,184084,1002,1176,1002,1125,1503,1366,1222,74.94%,3014,1434,2937,1528,3196,1570,1510,34.61%,4327,661,4198,727,4165,663,683,9.28%
96500,4641,752341,4674,660298,4674,655184,689274,4641,250353,4674,179203,4674,182637,204064,1002,1109,1002,1114,1503,1295,1172,74.94%,3014,1318,2937,1376,3196,1370,1354,34.61%,4327,630,4198,643,4165,635,636,9.28%
96600,4641,729049,4674,649282,4674,660894,679741,4641,184623,4674,181203,4674,176122,180649,1002,1164,1002,1107,1503,1171,1147,74.94%,3014,1352,2937,1365,3196,1427,1381,34.61%,4327,640,4198,634,4165,668,647,9.28%
96700,4641,657925,4674,729292,4674,654277,680498,4641,179975,4674,178122,4674,176111,178069,1002,1203,1002,1131,1503,1114,1149,74.94%,3014,1385,2937,1384,3196,1399,1389,34.61%,4327,653,4198,688,4165,750,697,9.28%
96800,4641,728740,4674,652791,4674,670899,684143,4641,176521,4674,178030,4674,180763,178438,1002,1254,1002,1140,1503,1140,1178,74.94%,3014,1471,2937,1355,3196,1420,1415,34.61%,4327,668,4198,649,4165,1025,780,9.28%
96900,4641,667529,4674,652768,4674,650390,656895,4641,182087,4674,178746,4674,178785,179872,1002,1185,1002,1106,1503,1199,1163,74.94%,3014,1414,2937,1553,3196,1573,1513,34.61%,4327,683,4198,714,4165,699,698,9.28%
97000,4641,661444,4674,666031,4674,666093,664522,4641,178868,4674,180713,4674,181497,180359,1002,1122,1002,1147,1503,1177,1148,74.94%,3014,1886,2937,1377,3196,1426,1563,34.61%,4327,689,4198,684,4165,639,670,9.28%
97100,4641,664202,4674,645878,4674,664941,658340,4641,180377,4674,180349,4674,180825,180517,1002,1133,1002,1140,1503,1260,1177,74.94%,3014,1389,2937,1383,3196,1366,1379,34.61%,4327,641,4198,1046,4165,651,779,9.28%
97200,4641,686684,4674,662501,4674,661358,670181,4641,250578,4674,179928,4674,177892,202799,1002,1163,1002,1220,1503,1228,1203,74.94%,3014,1392,2937,1434,3196,1536,1454,34.61%,4327,654,4198,667,4165,710,677,9.28%
97300,4641,672243,4674,660905,4674,654082,662410,4641,176795,4674,180215,4674,181066,179358,1002,1111,1002,1148,1503,1116,1125,74.94%,3014,1332,2937,1355,3196,1364,1350,34.61%,4327,648,4198,645,4165,643,645,9.28%
97400,4641,685454,4674,673298,4674,662143,673631,4641,247739,4674,183921,4674,177611,203090,1002,1214,1002,1284,1503,1189,1229,74.94%,3014,1401,2937,1464,3196,1489,1451,34.61%,4327,660,4198,696,4165,649,668,9.28%
97500,4641,736432,4674,656952,4674,663717,685700,4641,181634,4674,181014,4674,181930,181526,1002,1190,1002,1348,1503,1213,1250,74.94%,3014,1411,2937,1449,3196,1424,1428,34.61%,4327,648,4198,665,4165,665,659,9.28%
97600,4641,653956,4674,739284,4674,665876,686372,4641,179845,4674,182751,4674,181246,181280,1002,1282,1002,1219,1503,1414,1305,74.94%,3014,1395,2937,1363,3196,1426,1394,34.61%,4327,682,4198,637,4165,659,659,9.28%
97700,4641,735876,4674,669492,4674,664055,689807,4641,182521,4674,178087,4674,183685,181431,1002,1657,1002,1190,1503,1201,1349,74.94%,3014,1828,2937,1431,3196,1417,1558,34.61%,4327,902,4198,663,4165,655,740,9.28%
97800,4641,669478,4674,675237,4674,668507,671074,4641,182059,4674,182947,4674,179419,181475,1002,1219,1002,1161,1503,1172,1184,74.94%,3014,1638,2937,1395,3196,1370,1467,34.61%,4327,680,4198,653,4165,635,656,9.28%
97900,4641,662159,4674,755797,4674,747133,721696,4641,201146,4674,282572,4674,179114,220944,1002,1396,1002,1318,1503,1330,1348,74.94%,3014,1541,2937,1429,3196,1976,1648,34.61%,4327,656,4198,676,4165,785,705,9.28%
98000,4641,740296,4674,675610,4674,669934,695280,4641,181555,4674,184232,4674,180894,182227,1002,1222,1002,1142,1503,1172,1178,74.94%,3014,1426,2937,1366,3196,1424,1405,34.61%,4327,661,4198,651,4165,721,677,9.28%
98100,4641,676033,4674,664483,4674,668874,669796,4641,180816,4674,182646,4674,184359,182607,1002,1209,1002,1120,1503,1120,1149,74.94%,3014,1421,2937,1403,3196,1368,1397,34.61%,4327,682,4198,660,4165,658,666,9.28%
98200,4641,740303,4674,652891,4674,672698,688630,4641,188439,4674,182200,4674,179148,183262,1002,1237,1002,1229,1503,1155,1207,74.94%,3014,1444,2937,1414,3196,1390,1416,34.61%,4327,669,4198,692,4165,656,672,9.28%
98300,4641,667449,4674,666372,4674,680766,671529,4641,182976,4674,179225,4674,178602,180267,1002,1228,1002,1157,1503,1230,1205,74.94%,3014,1425,2937,1582,3196,1410,1472,34.61%,4327,782,4198,645,4165,666,697,9.28%
98400,4641,669843,4674,665001,4674,674847,669897,4641,192968,4674,181233,4674,182872,185691,1002,1106,1002,1099,1503,1819,1341,74.94%,3014,1340,2937,1356,3196,1418,1371,34.61%,4327,655,4198,657,4165,658,656,9.28%
98500,4641,673416,4674,661059,4674,666605,667026,4641,180553,4674,181640,4674,183218,181803,1002,1204,1002,1336,1503,1195,1245,74.94%,3014,1424,2937,1493,3196,1489,1468,34.61%,4327,652,4198,682,4165,686,673,9.28%
98600,4641,673844,4674,732624,4674,673415,693294,4641,203778,4674,193222,4674,182745,193248,1002,1239,1002,1171,1503,1114,1174,74.94%,3014,1393,2937,1381,3196,1413,1395,34.61%,4327,664,4198,654,4165,665,661,9.28%
98700,4641,675224,4674,673390,4674,673828,674147,4641,188245,4674,182322,4674,184426,184997,1002,1224,1002,1226,1503,1177,1209,74.94%,3014,1450,2937,1485,3196,1473,1469,34.61%,4327,683,4198,659,4165,733,691,9.28%
98800,4641,681372,4674,749207,4674,699854,710144,4641,207151,4674,181730,4674,186155,191678,1002,1334,1002,1555,1503,1162,1350,74.94%,3014,1433,2937,1536,3196,1619,1529,34.61%,4327,691,4198,660,4165,656,669,9.28%
98900,4641,745828,4674,667524,4674,674347,695899,4641,187602,4674,185009,4674,184610,185740,1002,1670,1002,1127,1503,1181,1326,74.94%,3014,2189,2937,1580,3196,1481,1750,34.61%,4327,737,4198,683,4165,667,695,9.28%
99000,4641,676338,4674,753419,4674,671839,700532,4641,183183,4674,183743,4674,181651,182859,1002,1169,1002,1261,1503,1295,1241,74.94%,3014,1410,2937,1417,3196,1581,1469,34.61%,4327,675,4198,704,4165,675,684,9.28%
99100,4641,752766,4674,667548,4674,666506,695606,4641,184033,4674,183651,4674,189887,185857,1002,1277,1002,1151,1503,1124,1184,74.94%,3014,1501,2937,1353,3196,1355,1403,34.61%,4327,711,4198,646,4165,648,668,9.28%
